partition,gap,total_resources,imbalance,drones,batteries,relay_drones,relay_modules
"{B01,B02,B03,B04,B05,B06,B09,B10,B11,B12}|{B07}|{B08}",4,32,1.0,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",3,4
"{B01,B02,B03,B04,B05,B06,B07,B09,B10,B11}|{B08}|{B12}",5,33,1.0,"{""C"": 2, ""B"": 3, ""A"": 5}","{""C"": 4, ""B"": 5, ""A"": 7}",3,4
"{B01,B02,B03,B04,B05,B06,B07,B09,B10,B12}|{B08}|{B11}",5,33,1.0,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",3,4
"{B01,B02,B03,B04,B05,B06,B07,B09,B11,B12}|{B08}|{B10}",5,33,1.0,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",3,4
"{B01,B02,B03,B04,B05,B06,B07,B10,B11,B12}|{B08}|{B09}",5,33,1.0,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",3,4
"{B01,B02,B03,B04,B05,B07,B09,B10,B11,B12}|{B06}|{B08}",5,33,1.0,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 5, ""B"": 5, ""A"": 6}",3,4
"{B01,B02,B03,B05,B07,B09,B10,B11,B12}|{B04,B06}|{B08}",5,33,1.0,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",4,4
"{B01,B02,B04,B05,B06,B07,B09,B10,B11,B12}|{B03}|{B08}",5,33,1.0,"{""B"": 3, ""C"": 3, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 6}",3,4
"{B01,B03,B04,B05,B06,B07,B09,B10,B11,B12}|{B02}|{B08}",5,33,1.0,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",3,4
"{B01,B03,B05,B07,B09,B10,B11,B12}|{B02,B04,B06}|{B08}",5,33,1.0,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",4,4
"{B01,B03,B05,B07,B09,B10,B12}|{B02,B04,B06,B11}|{B08}",5,34,0.992598,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",4,5
"{B01,B03,B05,B07,B09,B11,B12}|{B02,B04,B06,B10}|{B08}",5,34,0.992598,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",4,5
"{B01,B02,B03,B04,B05,B06,B08,B10,B11,B12}|{B07}|{B09}",5,34,0.99621,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",4,5
"{B01,B02,B03,B04,B05,B06,B08,B09,B10,B12}|{B07}|{B11}",5,34,0.998366,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",4,5
"{B01,B02,B03,B04,B05,B06,B08,B09,B11,B12}|{B07}|{B10}",5,34,1.0,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",4,5
"{B01,B02,B03,B04,B05,B06,B09,B11,B12}|{B07,B10}|{B08}",5,34,1.0,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",4,5
"{B01,B02,B04,B05,B06,B07,B08,B09,B10,B11}|{B03}|{B12}",5,34,1.0,"{""B"": 2, ""C"": 3, ""A"": 5}","{""B"": 4, ""C"": 4, ""A"": 7}",4,5
"{B01,B02,B03,B04,B05,B06,B07,B11,B12}|{B08}|{B09,B10}",6,34,1.0,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 7, ""A"": 6}",3,4
"{B01,B02,B03,B04,B05,B06,B09,B10,B11}|{B07,B12}|{B08}",6,34,1.0,"{""C"": 2, ""B"": 4, ""A"": 5}","{""C"": 4, ""B"": 5, ""A"": 7}",3,4
"{B01,B02,B03,B04,B05,B09,B10,B11,B12}|{B06,B07}|{B08}",6,34,1.0,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 5, ""B"": 5, ""A"": 6}",3,4
"{B01,B02,B03,B05,B06,B07,B09,B10,B11,B12}|{B04}|{B08}",6,34,1.0,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 5, ""B"": 5, ""A"": 6}",4,4
"{B01,B02,B03,B05,B09,B10,B11,B12}|{B04,B06,B07}|{B08}",6,34,1.0,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",4,4
"{B01,B02,B04,B05,B06,B07,B09,B10,B11}|{B03,B12}|{B08}",6,34,1.0,"{""B"": 3, ""C"": 3, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 7}",3,4
"{B01,B02,B04,B05,B06,B09,B10,B11,B12}|{B03,B07}|{B08}",6,34,1.0,"{""B"": 4, ""C"": 3, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 6}",3,4
"{B01,B03,B04,B05,B07,B09,B10,B11,B12}|{B02,B06}|{B08}",6,34,1.0,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 5, ""B"": 5, ""A"": 6}",3,4
"{B01,B04,B05,B06,B07,B09,B10,B11,B12}|{B02,B03}|{B08}",6,34,1.0,"{""B"": 4, ""C"": 3, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 6}",3,4
"{B01,B02,B03,B04,B05,B06,B08,B11,B12}|{B07}|{B09,B10}",6,35,0.964792,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",4,5
"{B01,B02,B03,B04,B05,B06,B09,B10,B12}|{B07}|{B08,B11}",6,35,0.971162,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",4,5
"{B01,B02,B03,B04,B05,B06,B09,B11,B12}|{B07}|{B08,B10}",6,35,0.97399,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",4,5
"{B01,B02,B05,B07,B08,B09,B10,B11,B12}|{B03}|{B04,B06}",6,35,0.978847,"{""B"": 2, ""C"": 4, ""A"": 5}","{""B"": 4, ""C"": 4, ""A"": 6}",5,5
"{B01,B03,B05,B07,B09,B10,B11,B12}|{B02,B08}|{B04,B06}",6,35,0.983653,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",5,5
"{B01,B02,B03,B04,B05,B06,B09,B10,B11}|{B07,B08}|{B12}",6,35,0.991176,"{""C"": 2, ""B"": 3, ""A"": 5}","{""C"": 4, ""B"": 5, ""A"": 7}",4,5
"{B01,B02,B03,B05,B09,B11,B12}|{B04,B06,B07,B10}|{B08}",6,35,0.992598,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",4,5
"{B01,B03,B05,B07,B10,B11,B12}|{B02,B04,B06,B09}|{B08}",6,35,0.992598,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",4,5
"{B01,B03,B05,B07,B11,B12}|{B02,B04,B06,B09,B10}|{B08}",6,35,0.992598,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",4,5
"{B01,B03,B05,B09,B10,B12}|{B02,B04,B06,B07,B11}|{B08}",6,35,0.992598,"{""C"": 2, ""B"": 5, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",4,5
"{B01,B03,B05,B09,B11,B12}|{B02,B04,B06,B07,B10}|{B08}",6,35,0.992598,"{""C"": 2, ""B"": 5, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",4,5
"{B01,B03,B05,B09,B12}|{B02,B04,B06,B07,B10,B11}|{B08}",6,35,0.992598,"{""C"": 2, ""A"": 4, ""B"": 5}","{""C"": 4, ""A"": 6, ""B"": 5}",4,5
"{B01,B02,B03,B04,B05,B07,B08,B09,B10,B11}|{B06}|{B12}",6,35,0.994203,"{""C"": 3, ""B"": 2, ""A"": 5}","{""C"": 5, ""B"": 4, ""A"": 7}",4,5
"{B01,B02,B03,B04,B05,B09,B10,B11,B12}|{B06}|{B07,B08}",6,35,0.99922,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 5, ""B"": 5, ""A"": 6}",4,5
"{B01,B02,B03,B04,B05,B07,B08,B10,B11,B12}|{B06}|{B09}",6,35,0.999926,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 5, ""B"": 5, ""A"": 6}",4,5
"{B01,B02,B03,B04,B05,B06,B07,B08,B09,B10}|{B11}|{B12}",6,35,1.0,"{""C"": 2, ""B"": 3, ""A"": 5}","{""C"": 4, ""B"": 5, ""A"": 7}",4,5
"{B01,B02,B03,B04,B05,B06,B07,B08,B09,B11}|{B10}|{B12}",6,35,1.0,"{""C"": 2, ""B"": 3, ""A"": 5}","{""C"": 4, ""B"": 5, ""A"": 7}",4,5
"{B01,B02,B03,B04,B05,B06,B07,B08,B09,B12}|{B10}|{B11}",6,35,1.0,"{""C"": 2, ""A"": 4, ""B"": 4}","{""C"": 4, ""A"": 6, ""B"": 6}",4,5
"{B01,B02,B03,B04,B05,B06,B07,B08,B10,B11}|{B09}|{B12}",6,35,1.0,"{""C"": 2, ""B"": 3, ""A"": 5}","{""C"": 4, ""B"": 5, ""A"": 7}",4,5
"{B01,B02,B03,B04,B05,B06,B07,B08,B10,B12}|{B09}|{B11}",6,35,1.0,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",4,5
"{B01,B02,B03,B04,B05,B06,B07,B08,B11,B12}|{B09}|{B10}",6,35,1.0,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",4,5
"{B01,B02,B03,B04,B05,B06,B08,B09,B10,B11}|{B07}|{B12}",6,35,1.0,"{""C"": 2, ""B"": 3, ""A"": 5}","{""C"": 4, ""B"": 5, ""A"": 7}",4,5
"{B01,B02,B03,B04,B05,B06,B09,B10,B12}|{B07,B08}|{B11}",6,35,1.0,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",4,5
"{B01,B02,B03,B04,B05,B06,B09,B11,B12}|{B07,B08}|{B10}",6,35,1.0,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",4,5
"{B01,B02,B03,B04,B05,B06,B10,B11,B12}|{B07,B08}|{B09}",6,35,1.0,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",4,5
"{B01,B02,B03,B04,B05,B06,B09,B10,B12}|{B07,B11}|{B08}",6,35,1.0,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",4,5
"{B01,B02,B03,B04,B05,B07,B08,B09,B10,B12}|{B06}|{B11}",6,35,1.0,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 5, ""B"": 5, ""A"": 6}",4,5
"{B01,B02,B03,B04,B05,B07,B08,B09,B11,B12}|{B06}|{B10}",6,35,1.0,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 5, ""B"": 5, ""A"": 6}",4,5
"{B01,B02,B03,B04,B05,B08,B09,B10,B11,B12}|{B06}|{B07}",6,35,1.0,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 5, ""B"": 5, ""A"": 6}",4,5
"{B01,B02,B03,B05,B07,B08,B09,B10,B11}|{B04,B06}|{B12}",6,35,1.0,"{""C"": 3, ""B"": 2, ""A"": 5}","{""C"": 4, ""B"": 4, ""A"": 7}",5,5
"{B01,B02,B03,B05,B07,B08,B09,B10,B12}|{B04,B06}|{B11}",6,35,1.0,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",5,5
"{B01,B02,B03,B05,B07,B08,B09,B11,B12}|{B04,B06}|{B10}",6,35,1.0,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",5,5
"{B01,B02,B03,B05,B07,B08,B10,B11,B12}|{B04,B06}|{B09}",6,35,1.0,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",5,5
"{B01,B02,B03,B05,B08,B09,B10,B11,B12}|{B04,B06}|{B07}",6,35,1.0,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",5,5
"{B01,B02,B03,B05,B09,B10,B11,B12}|{B04,B06}|{B07,B08}",6,35,1.0,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",5,5
"{B01,B02,B03,B05,B07,B08,B09,B10,B11,B12}|{B04}|{B06}",6,35,1.0,"{""C"": 4, ""B"": 2, ""A"": 4}","{""C"": 5, ""B"": 4, ""A"": 6}",5,5
"{B01,B02,B04,B05,B06,B07,B08,B09,B10,B12}|{B03}|{B11}",6,35,1.0,"{""C"": 3, ""B"": 3, ""A"": 5}","{""C"": 4, ""B"": 5, ""A"": 6}",4,5
"{B01,B02,B04,B05,B06,B07,B08,B09,B11,B12}|{B03}|{B10}",6,35,1.0,"{""B"": 3, ""C"": 3, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 6}",4,5
"{B01,B02,B04,B05,B06,B07,B08,B10,B11,B12}|{B03}|{B09}",6,35,1.0,"{""B"": 3, ""C"": 3, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 6}",4,5
"{B01,B02,B04,B05,B06,B08,B09,B10,B11,B12}|{B03}|{B07}",6,35,1.0,"{""B"": 3, ""C"": 3, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 6}",4,5
"{B01,B02,B04,B05,B06,B09,B10,B11,B12}|{B03}|{B07,B08}",6,35,1.0,"{""B"": 3, ""C"": 3, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 6}",4,5
"{B01,B02,B04,B05,B07,B08,B09,B10,B11,B12}|{B03}|{B06}",6,35,1.0,"{""B"": 2, ""C"": 4, ""A"": 5}","{""B"": 4, ""C"": 5, ""A"": 6}",4,5
"{B01,B03,B04,B05,B06,B07,B08,B09,B10,B12}|{B02}|{B11}",6,35,1.0,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",4,5
"{B01,B03,B04,B05,B06,B07,B08,B10,B11,B12}|{B02}|{B09}",6,35,1.0,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",4,5
"{B01,B03,B04,B05,B06,B07,B09,B10,B12}|{B02,B11}|{B08}",6,35,1.0,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",4,5
"{B01,B03,B04,B05,B06,B07,B09,B11,B12}|{B02,B10}|{B08}",6,35,1.0,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",4,5
"{B01,B03,B05,B07,B08,B09,B10,B12}|{B02,B04,B06}|{B11}",6,35,1.0,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",5,5
"{B01,B03,B05,B07,B08,B10,B11,B12}|{B02,B04,B06}|{B09}",6,35,1.0,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",5,5
"{B01,B03,B05,B07,B08,B09,B10,B11,B12}|{B02}|{B04,B06}",6,35,1.0,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",5,5
"{B01,B02,B04,B05,B06,B08,B09,B11,B12}|{B03}|{B07,B10}",6,36,0.907897,"{""B"": 3, ""C"": 3, ""A"": 5}","{""B"": 4, ""C"": 4, ""A"": 6}",5,6
"{B01,B02,B03,B05,B08,B09,B11,B12}|{B04,B06}|{B07,B10}",6,36,0.955272,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 4, ""B"": 4, ""A"": 6}",6,6
"{B01,B03,B05,B07,B08,B09,B10}|{B02,B04,B06,B11}|{B12}",6,36,0.98087,"{""C"": 2, ""B"": 3, ""A"": 5}","{""C"": 4, ""B"": 4, ""A"": 7}",5,6
"{B01,B03,B05,B08,B09,B10,B12}|{B02,B04,B06,B11}|{B07}",6,36,0.98087,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",5,6
"{B01,B03,B05,B08,B09,B11,B12}|{B02,B04,B06,B10}|{B07}",6,36,0.98087,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",5,6
"{B01,B03,B05,B08,B11,B12}|{B02,B04,B06,B09,B10}|{B07}",6,36,0.98087,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",5,6
"{B01,B03,B05,B09,B10,B12}|{B02,B04,B06,B08,B11}|{B07}",6,36,0.98087,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",5,6
"{B01,B03,B05,B09,B11,B12}|{B02,B04,B06,B08,B10}|{B07}",6,36,0.98087,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",5,6
"{B01,B03,B05,B09,B10,B12}|{B02,B04,B06,B11}|{B07,B08}",6,36,0.98087,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",5,6
"{B01,B03,B05,B09,B11,B12}|{B02,B04,B06,B10}|{B07,B08}",6,36,0.98087,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",5,6
"{B01,B03,B05,B07,B08,B09,B10,B12}|{B02,B04,B11}|{B06}",6,36,0.98087,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 5, ""B"": 4, ""A"": 6}",5,6
"{B01,B05,B07,B08,B09,B10,B12}|{B02,B04,B06,B11}|{B03}",6,36,0.98087,"{""B"": 3, ""C"": 3, ""A"": 5}","{""B"": 4, ""C"": 4, ""A"": 6}",5,6
"{B01,B03,B05,B07,B08,B09,B12}|{B02,B04,B06,B10}|{B11}",6,36,0.988614,"{""C"": 2, ""A"": 4, ""B"": 4}","{""C"": 4, ""A"": 6, ""B"": 5}",5,6
"{B01,B03,B05,B07,B08,B09,B12}|{B02,B04,B06,B11}|{B10}",6,36,0.988614,"{""C"": 2, ""A"": 4, ""B"": 4}","{""C"": 4, ""A"": 6, ""B"": 5}",5,6
"{B01,B03,B05,B07,B08,B10,B12}|{B02,B04,B06,B11}|{B09}",6,36,0.988614,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",5,6
"{B01,B03,B05,B07,B08,B11,B12}|{B02,B04,B06,B10}|{B09}",6,36,0.988614,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",5,6
"{B01,B02,B03,B04,B05,B06,B08,B09,B11}|{B07,B10}|{B12}",6,36,0.992509,"{""C"": 2, ""B"": 3, ""A"": 5}","{""C"": 4, ""B"": 4, ""A"": 7}",5,6
"{B01,B02,B03,B04,B05,B06,B08,B09,B12}|{B07,B10}|{B11}",6,36,1.0,"{""C"": 2, ""A"": 4, ""B"": 4}","{""C"": 4, ""A"": 6, ""B"": 5}",5,6
"{B01,B02,B03,B04,B05,B06,B08,B11,B12}|{B07,B10}|{B09}",6,36,1.0,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 5, ""A"": 6}",5,6
"{B01,B02,B03,B04,B05,B08,B09,B11,B12}|{B06}|{B07,B10}",6,36,1.0,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 5, ""B"": 4, ""A"": 6}",5,6
"{B01,B03,B05,B07,B08,B09,B10,B12}|{B02,B11}|{B04,B06}",6,36,1.0,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 4, ""B"": 4, ""A"": 6}",6,6
"{B01,B02,B03,B04,B05,B06,B07,B09,B12}|{B08}|{B10,B11}",7,35,1.0,"{""C"": 2, ""A"": 4, ""B"": 5}","{""C"": 4, ""A"": 6, ""B"": 7}",3,4
"{B01,B02,B03,B04,B05,B06,B07,B10,B12}|{B08}|{B09,B11}",7,35,1.0,"{""C"": 2, ""B"": 5, ""A"": 4}","{""C"": 4, ""B"": 7, ""A"": 6}",3,4
"{B01,B02,B03,B04,B05,B07,B09,B10,B11}|{B06,B12}|{B08}",7,35,1.0,"{""C"": 3, ""B"": 3, ""A"": 5}","{""C"": 5, ""B"": 5, ""A"": 7}",3,4
"{B01,B02,B03,B05,B06,B09,B10,B11,B12}|{B04,B07}|{B08}",7,35,1.0,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 5, ""B"": 5, ""A"": 6}",4,4
"{B01,B02,B03,B05,B07,B09,B10,B11}|{B04,B06,B12}|{B08}",7,35,1.0,"{""C"": 3, ""B"": 3, ""A"": 5}","{""C"": 4, ""B"": 5, ""A"": 7}",4,4
"{B01,B02,B04,B05,B06,B09,B10,B11}|{B03,B07,B12}|{B08}",7,35,1.0,"{""B"": 4, ""C"": 3, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 7}",3,4
"{B01,B02,B04,B05,B07,B09,B10,B11,B12}|{B03,B06}|{B08}",7,35,1.0,"{""B"": 3, ""C"": 4, ""A"": 5}","{""B"": 5, ""C"": 5, ""A"": 6}",3,4
"{B01,B02,B05,B07,B09,B10,B11,B12}|{B03,B04,B06}|{B08}",7,35,1.0,"{""B"": 3, ""C"": 4, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 6}",4,4
"{B01,B03,B04,B05,B06,B07,B09,B10,B11}|{B02,B12}|{B08}",7,35,1.0,"{""C"": 3, ""B"": 4, ""A"": 5}","{""C"": 4, ""B"": 5, ""A"": 7}",3,4
"{B01,B03,B04,B05,B06,B09,B10,B11,B12}|{B02,B07}|{B08}",7,35,1.0,"{""C"": 3, ""B"": 5, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",3,4
"{B01,B03,B05,B06,B07,B09,B10,B11,B12}|{B02,B04}|{B08}",7,35,1.0,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 5, ""B"": 5, ""A"": 6}",4,4
"{B01,B03,B05,B07,B09,B10,B11}|{B02,B04,B06,B12}|{B08}",7,35,1.0,"{""C"": 2, ""B"": 4, ""A"": 5}","{""C"": 4, ""B"": 5, ""A"": 7}",4,4
"{B01,B03,B05,B09,B10,B11,B12}|{B02,B04,B06,B07}|{B08}",7,35,1.0,"{""C"": 2, ""B"": 5, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",4,4
"{B01,B04,B05,B06,B07,B09,B10,B11}|{B02,B03,B12}|{B08}",7,35,1.0,"{""B"": 4, ""C"": 3, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 7}",3,4
"{B01,B05,B07,B09,B10,B11,B12}|{B02,B03,B04,B06}|{B08}",7,35,1.0,"{""B"": 4, ""C"": 3, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 6}",4,4
"{B01,B02,B03,B04,B05,B06,B08,B10,B12}|{B07}|{B09,B11}",7,36,0.961841,"{""C"": 2, ""B"": 5, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",4,5
"{B01,B02,B03,B04,B05,B06,B08,B09,B12}|{B07}|{B10,B11}",7,36,0.96708,"{""C"": 2, ""A"": 4, ""B"": 5}","{""C"": 4, ""A"": 6, ""B"": 6}",4,5
"{B01,B02,B03,B04,B05,B06,B10,B11,B12}|{B07}|{B08,B09}",7,36,0.968926,"{""C"": 2, ""B"": 5, ""A"": 4}","{""C"": 4, ""B"": 6, ""A"": 6}",4,5
"{B01,B02,B03,B04,B05,B07,B08,B11,B12}|{B06}|{B09,B10}",7,36,0.976133,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 5, ""B"": 6, ""A"": 6}",4,5
"{B01,B02,B05,B06,B07,B08,B09,B10,B11,B12}|{B03}|{B04}",7,36,0.978847,"{""B"": 2, ""C"": 4, ""A"": 5}","{""B"": 4, ""C"": 5, ""A"": 6}",5,5
"{B01,B02,B05,B07,B08,B09,B10,B11}|{B03,B12}|{B04,B06}",7,36,0.978847,"{""B"": 2, ""C"": 4, ""A"": 5}","{""B"": 4, ""C"": 4, ""A"": 7}",5,5
"{B01,B03,B05,B07,B08,B09,B10,B11,B12}|{B02,B06}|{B04}",7,36,0.978847,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 5, ""B"": 5, ""A"": 6}",5,5
"{B01,B03,B05,B07,B09,B10,B11,B12}|{B02,B06,B08}|{B04}",7,36,0.978847,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 5, ""B"": 5, ""A"": 6}",5,5
"{B01,B05,B07,B08,B09,B10,B11,B12}|{B02,B03}|{B04,B06}",7,36,0.978847,"{""B"": 3, ""C"": 3, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 6}",5,5
"{B01,B05,B07,B09,B10,B11,B12}|{B02,B03,B08}|{B04,B06}",7,36,0.978847,"{""B"": 3, ""C"": 3, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 6}",5,5
"{B01,B02,B03,B04,B05,B07,B09,B10,B12}|{B06}|{B08,B11}",7,36,0.981982,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 5, ""B"": 6, ""A"": 6}",4,5
"{B01,B02,B03,B05,B06,B07,B08,B09,B10,B11}|{B04}|{B12}",7,36,0.982626,"{""C"": 3, ""B"": 2, ""A"": 5}","{""C"": 5, ""B"": 4, ""A"": 7}",5,5
"{B01,B02,B03,B04,B05,B07,B09,B11,B12}|{B06}|{B08,B10}",7,36,0.98383,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 5, ""B"": 6, ""A"": 6}",4,5
"{B01,B02,B04,B05,B06,B09,B10,B11}|{B03}|{B07,B08,B12}",7,36,0.987186,"{""B"": 3, ""C"": 3, ""A"": 5}","{""B"": 5, ""C"": 4, ""A"": 7}",4,5
"{B01,B02,B03,B05,B06,B09,B10,B11,B12}|{B04}|{B07,B08}",7,36,0.988634,"{""C"": 3, ""B"": 3, ""A"": 4}","{""C"": 5, ""B"": 5, ""A"": 6}",5,5
"{B01,B02,B03,B04,B05,B06,B07,B08,B11}|{B09,B10}|{B12}",7,36,0.991176,"{""C"": 2, ""B"": 3, ""A"": 5}","{""C"": 4, ""B"": 6, ""A"": 7}",4,5
"{B01,B02,B03,B04,B05,B06,B07,B09,B10}|{B08,B11}|{B12}",7,36,0.991176,"{""C"": 2, ""B"": 3, ""A"": 5}","{""C"": 4, ""B"": 6, ""A"": 7}",4,5
"{B01,B02,B03,B04,B05,B06,B07,B09,B11}|{B08,B10}|{B12}",7,36,0.991176,"{""C"": 2, ""B"": 3, ""A"": 5}","{""C"": 4, ""B"": 6, ""A"": 7}",4,5
"{B01,B02,B03,B04,B05,B06,B11,B12}|{B07,B08}|{B09,B10}",7,36,0.991701,"{""C"": 2, ""B"": 4, ""A"": 4}","{""C"": 4, ""B"": 7, ""A"": 6}",4,5
"{B01,B02,B03,B05,B06,B09,B11,B12}|{B04,B07,B10}|{B08}",7,36,0.992598,"{""C"": 3, ""B"": 4, ""A"": 4}","{""C"": 5, ""B"": 5, ""A"": 6}",4,5
